name,recclass,mass,year,longitude,latitude,country,continent
Northwest Africa 2379,Howardite,68,2004,not found,not found,not found,not found
Northwest Africa 2380,LL5,4526,2004,not found,not found,not found,not found
Northwest Africa 2381,LL,132,2004,not found,not found,not found,not found
Northwest Africa 2382,L4,298,2004,not found,not found,not found,not found
Northwest Africa 2383,LL5,58,2004,not found,not found,not found,not found
Northwest Africa 2384,LL4,418,2004,not found,not found,not found,not found
Northwest Africa 2385,L3.8,410,2004,not found,not found,not found,not found
Northwest Africa 2386,CK4,440,2004,not found,not found,not found,not found
Northwest Africa 2388,CK6,81,2004,not found,not found,not found,not found
Northwest Africa 2390,L4,231,2004,not found,not found,not found,not found
Northwest Africa 2392,L4,602,2004,not found,not found,not found,not found
Northwest Africa 2393,L4,828,2004,not found,not found,not found,not found
Northwest Africa 2394,L4,277,2004,not found,not found,not found,not found
Northwest Africa 2395,LL4,423,2004,not found,not found,not found,not found
Northwest Africa 2396,LL4,865,2004,not found,not found,not found,not found
Northwest Africa 2397,L4,323,2004,not found,not found,not found,not found
Northwest Africa 2398,LL3.5,718,2004,not found,not found,not found,not found
Northwest Africa 2399,L4,280,2004,not found,not found,not found,not found
Northwest Africa 2427,H3,111.5,2004,not found,not found,not found,not found
Northwest Africa 2428,"Iron, IAB-sHL",1650,2004,not found,not found,not found,not found
Northwest Africa 2429,LL4,206,2004,not found,not found,not found,not found
Northwest Africa 2430,H5,50,2004,not found,not found,not found,not found
Northwest Africa 2431,CO3.3,36,2004,not found,not found,not found,not found
Northwest Africa 2432,LL5,28.6,2004,not found,not found,not found,not found
Northwest Africa 2433,L3.9,24,2004,not found,not found,not found,not found
Northwest Africa 2434,Diogenite,441,2004,not found,not found,not found,not found
Northwest Africa 2448,L6,1545,2004,not found,not found,not found,not found
Northwest Africa 2449,LL6,284,2004,not found,not found,not found,not found
Northwest Africa 2451,L6,6370,2004,not found,not found,not found,not found
Northwest Africa 2452,L6,176,2004,not found,not found,not found,not found
Northwest Africa 2453,L3-6,2280,2004,not found,not found,not found,not found
Northwest Africa 2454,H5/6,222,2004,not found,not found,not found,not found
Northwest Africa 2455,LL4-5,38,2004,not found,not found,not found,not found
Northwest Africa 2456,LL6,166,2004,not found,not found,not found,not found
Northwest Africa 2459,LL3-5,166,2004,not found,not found,not found,not found
Northwest Africa 2460,LL6,100,2004,not found,not found,not found,not found
Northwest Africa 2461,LL3,108,2004,not found,not found,not found,not found
Northwest Africa 2462,L6,114,2004,not found,not found,not found,not found
Northwest Africa 2466,H3-6,446,2004,not found,not found,not found,not found
Northwest Africa 2467,E6,65,2004,not found,not found,not found,not found
Northwest Africa 2474,H4,62,2004,not found,not found,not found,not found
Northwest Africa 2475,L5,116,2004,not found,not found,not found,not found
Northwest Africa 2476,H4/5,110,2004,not found,not found,not found,not found
Northwest Africa 2477,H5,176,2004,not found,not found,not found,not found
Northwest Africa 2479,Eucrite,37.8,2004,not found,not found,not found,not found
Northwest Africa 2480,Howardite,4.1,2004,not found,not found,not found,not found
Northwest Africa 2482,Eucrite,1000,2004,not found,not found,not found,not found
Northwest Africa 2483,Eucrite,280.2,2004,not found,not found,not found,not found
Northwest Africa 2484,Eucrite,11.9,2004,not found,not found,not found,not found
Northwest Africa 2487,H3,127,2004,not found,not found,not found,not found
Northwest Africa 2489,L6,14.1,2004,not found,not found,not found,not found
Northwest Africa 2490,H3,60,2004,not found,not found,not found,not found
Northwest Africa 2491,H6,651,2004,not found,not found,not found,not found
Northwest Africa 2492,LL6,162.3,2004,not found,not found,not found,not found
Northwest Africa 2493,L6,288.2,2004,not found,not found,not found,not found
Northwest Africa 2494,H6,490,2004,not found,not found,not found,not found
Northwest Africa 2495,L6,149,2004,not found,not found,not found,not found
Northwest Africa 2496,H3,132,2004,not found,not found,not found,not found
Northwest Africa 2497,CO3,166,2004,not found,not found,not found,not found
Northwest Africa 2498,H6,6000,2004,not found,not found,not found,not found
Northwest Africa 2499,LL6,82,2004,not found,not found,not found,not found
Northwest Africa 2500,H3,72,2004,not found,not found,not found,not found
Northwest Africa 2501,H3,1165,2004,not found,not found,not found,not found
Northwest Africa 2502,CV3,590,2004,not found,not found,not found,not found
Northwest Africa 2503,R3-6,400,2004,not found,not found,not found,not found
Northwest Africa 2504,H3-4,382,2004,not found,not found,not found,not found
Northwest Africa 2505,L5,390,2004,not found,not found,not found,not found
Northwest Africa 2506,L6,395,2004,not found,not found,not found,not found
Northwest Africa 2507,H4,28,2004,not found,not found,not found,not found
Northwest Africa 2508,CK4/5,14.7,2004,not found,not found,not found,not found
Northwest Africa 2509,H6,4000,2004,not found,not found,not found,not found
Northwest Africa 2510,L3-6,755,2004,not found,not found,not found,not found
Northwest Africa 2511,L3-6,124,2004,not found,not found,not found,not found
Northwest Africa 2512,CO3,250,2004,not found,not found,not found,not found
Northwest Africa 2515,Diogenite,217.62,2004,not found,not found,not found,not found
Northwest Africa 2516,Eucrite,295.74,2004,not found,not found,not found,not found
Northwest Africa 2517,Ureilite,17.64,2004,not found,not found,not found,not found
Northwest Africa 2518,H4,30.92,2004,not found,not found,not found,not found
Northwest Africa 2519,CK4,44.47,2004,not found,not found,not found,not found
Northwest Africa 2520,LL3.7,75.53,2004,not found,not found,not found,not found
Northwest Africa 2521,H/L3.7,47.83,2004,not found,not found,not found,not found
Northwest Africa 2522,LL3.9,135.12,2004,not found,not found,not found,not found
Northwest Africa 2604,H6,6.9,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2557,L5,18.7,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2558,L5,46,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2559,H4,412,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2560,H4,549,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2563,L5,1175,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2564,L5/6,540,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2565,L5,526,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2566,L6,412,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2567,H5,351,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2791,LL3-4,383,2004,not found,not found,not found,not found
Northwest Africa 2568,H5,27.1,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2569,H5,332.4,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2570,CV3,12.4,2004,not found,not found,not found,not found
Northwest Africa 2605,H6,15.4,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2571,H~6,255.5,2004,not found,not found,not found,not found
Northwest Africa 2572,H~5,440.6,2004,not found,not found,not found,not found
Northwest Africa 2574,H4,316.1,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2575,H6,254.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2576,L~6,402.3,2004,not found,not found,not found,not found
Northwest Africa 2577,L5,356.5,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2578,L~4,76.6,2004,not found,not found,not found,not found
Northwest Africa 2579,L~6,51.3,2004,not found,not found,not found,not found
Northwest Africa 2581,L5/6,494.4,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2582,H~5,312.5,2004,not found,not found,not found,not found
Northwest Africa 2583,L3/4,512.2,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2584,H~4,1050.7,2004,not found,not found,not found,not found
Northwest Africa 2585,L4,547.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2586,L5,24.3,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2587,L6,26.2,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2588,L6,23.6,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2589,L6,62.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2590,L5,25.4,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2591,H4,49.6,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2592,H6,33.4,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2593,H5,24.2,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2594,H4/5,86.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2595,H5,59.1,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2596,L6,12.3,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2597,L5,73.7,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2598,L5,28.4,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2602,L6,4.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2603,L6,21.9,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2606,L5,164.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2607,H4,499,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2608,L4/5,11.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2609,L4-6,2180,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2611,H5,1762,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2854,CK3/4,167,2004,not found,not found,not found,not found
Northwest Africa 2616,L4,106.5,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2617,H/L4,472,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2618,L6,152,2004,not found,not found,not found,not found
Northwest Africa 2619,H4,220,2004,not found,not found,not found,not found
Northwest Africa 2620,H4,1304,2004,not found,not found,not found,not found
Northwest Africa 2621,L4,4639,2004,not found,not found,not found,not found
Northwest Africa 2622,LL4,827,2004,not found,not found,not found,not found
Northwest Africa 2624,Ureilite,241,2004,not found,not found,not found,not found
Northwest Africa 2625,Ureilite,305,2004,not found,not found,not found,not found
Northwest Africa 2626,Martian (shergottite),31.07,2004,not found,not found,not found,not found
Northwest Africa 2627,Acapulcoite,68,2004,not found,not found,not found,not found
Northwest Africa 2629,Diogenite,244,2004,not found,not found,not found,not found
Northwest Africa 2634,Ureilite,600.2,2004,not found,not found,not found,not found
Northwest Africa 2635,Achondrite-ung,4200,2004,not found,not found,not found,not found
Northwest Africa 2639,Mesosiderite,539,2004,not found,not found,not found,not found
Northwest Africa 2641,Howardite,97,2004,not found,not found,not found,not found
Northwest Africa 2644,Howardite,216,2004,not found,not found,not found,not found
Northwest Africa 2645,EL6,166,2004,not found,not found,not found,not found
Northwest Africa 2646,Martian,9.3,2004,not found,not found,not found,not found
Northwest Africa 2675,L6,3354,2004,not found,not found,not found,not found
Northwest Africa 2676,Mesosiderite,510,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2677,"Iron, IAB complex",100,2004,not found,not found,not found,not found
Northwest Africa 2678,"Iron, IIAB",381,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2679,"Iron, IAB-sHL",512,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2681,CO3.5,37,2004,not found,not found,not found,not found
Northwest Africa 2690,Eucrite,15000,2004,not found,not found,not found,not found
Northwest Africa 2697,CV3,9424,2004,not found,not found,not found,not found
Northwest Africa 2698,Howardite,134,2004,not found,not found,not found,not found
Northwest Africa 2700,Lunar,31.7,2004,not found,not found,not found,not found
Northwest Africa 2701,LL5,1168,2004,not found,not found,not found,not found
Northwest Africa 2713,H5,184,2004,not found,not found,not found,not found
Northwest Africa 2714,Acapulcoite,1656,2004,not found,not found,not found,not found
Northwest Africa 2717,LL3.5,70,2004,not found,not found,not found,not found
Northwest Africa 2718,CO3.1,254,2004,not found,not found,not found,not found
Northwest Africa 2719,L4,7581,2004,not found,not found,not found,not found
Northwest Africa 2720,L4,155,2004,not found,not found,not found,not found
Northwest Africa 2721,L3.8,46.5,2004,not found,not found,not found,not found
Northwest Africa 2722,L4,707,2004,not found,not found,not found,not found
Northwest Africa 2723,L-melt rock,169,2004,not found,not found,not found,not found
Northwest Africa 2724,Eucrite,3804,2004,not found,not found,not found,not found
Northwest Africa 2725,L5,200,2004,not found,not found,not found,not found
Northwest Africa 2726,LL3.6,86,2004,not found,not found,not found,not found
Northwest Africa 2728,CO3.2,338,2004,not found,not found,not found,not found
Northwest Africa 2732,L5,116.5,2004,not found,not found,not found,not found
Northwest Africa 2736,Aubrite,171.5,2004,not found,not found,not found,not found
Northwest Africa 2774,H4,398,2004,not found,not found,not found,not found
Northwest Africa 2748,LL3.4,57,2004,not found,not found,not found,not found
Northwest Africa 2750,LL4,63.5,2004,not found,not found,not found,not found
Northwest Africa 2754,LL5,5500,2004,not found,not found,not found,not found
Northwest Africa 2758,Eucrite,678,2004,not found,not found,not found,not found
Northwest Africa 2760,CO3.1,607,2004,not found,not found,not found,not found
